id,source,source_url,cycle,sex,age_min,age_max,metric,percentile,value,unit,sample_n,weighted_sample_sum,source_file,source_variable,notes
nhanes-2017-2018-male-18-29-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,total_lean_mass_incl_bmc_kg,75,66.0321,kg,379,19527536.465,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,total_lean_mass_incl_bmc_kg,90,74.4612,kg,379,19527536.465,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,total_lean_mass_incl_bmc_kg,95,79.1763,kg,379,19527536.465,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,total_lean_mass_incl_bmc_kg,5,50.5484,kg,250,13745697.5879,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,total_lean_mass_incl_bmc_kg,10,53.4234,kg,250,13745697.5879,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,total_lean_mass_incl_bmc_kg,25,57.6176,kg,250,13745697.5879,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,total_lean_mass_incl_bmc_kg,50,64.0345,kg,250,13745697.5879,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,total_lean_mass_incl_bmc_kg,75,71.1223,kg,250,13745697.5879,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,total_lean_mass_incl_bmc_kg,90,77.1182,kg,250,13745697.5879,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,total_lean_mass_incl_bmc_kg,95,81.1103,kg,250,13745697.5879,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,total_lean_mass_incl_bmc_kg,5,49.1473,kg,264,13090051.1191,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,total_lean_mass_incl_bmc_kg,10,51.4328,kg,264,13090051.1191,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,total_lean_mass_incl_bmc_kg,25,57.8708,kg,264,13090051.1191,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,total_lean_mass_incl_bmc_kg,50,64.0658,kg,264,13090051.1191,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,total_lean_mass_incl_bmc_kg,75,71.3394,kg,264,13090051.1191,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,total_lean_mass_incl_bmc_kg,90,81.6932,kg,264,13090051.1191,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,total_lean_mass_incl_bmc_kg,95,85.9411,kg,264,13090051.1191,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,total_lean_mass_incl_bmc_kg,5,48.9816,kg,282,14049750.216,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,total_lean_mass_incl_bmc_kg,10,51.2095,kg,282,14049750.216,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,total_lean_mass_incl_bmc_kg,25,57.0799,kg,282,14049750.216,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,total_lean_mass_incl_bmc_kg,50,63.7984,kg,282,14049750.216,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,total_lean_mass_incl_bmc_kg,75,69.9988,kg,282,14049750.216,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,total_lean_mass_incl_bmc_kg,90,76.8974,kg,282,14049750.216,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,total_lean_mass_incl_bmc_kg,95,78.3344,kg,282,14049750.216,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,total_lean_mass_incl_bmc_kg,5,47.2974,kg,1175,60413035.3881,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,total_lean_mass_incl_bmc_kg,10,50.5681,kg,1175,60413035.3881,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,total_lean_mass_incl_bmc_kg,25,55.7718,kg,1175,60413035.3881,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,total_lean_mass_incl_bmc_kg,50,62.3015,kg,1175,60413035.3881,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,total_lean_mass_incl_bmc_kg,75,69.7211,kg,1175,60413035.3881,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,total_lean_mass_incl_bmc_kg,90,77.1182,kg,1175,60413035.3881,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,total_lean_mass_incl_bmc_kg,95,81.1103,kg,1175,60413035.3881,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,total_lean_mass_incl_bmc_kg,5,33.6343,kg,370,18589693.6296,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,total_lean_mass_incl_bmc_kg,10,35.4754,kg,370,18589693.6296,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,total_lean_mass_incl_bmc_kg,25,39.5907,kg,370,18589693.6296,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,total_lean_mass_incl_bmc_kg,50,44.6726,kg,370,18589693.6296,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,total_lean_mass_incl_bmc_kg,75,49.8035,kg,370,18589693.6296,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,total_lean_mass_incl_bmc_kg,90,57.9187,kg,370,18589693.6296,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,total_lean_mass_incl_bmc_kg,95,62.2645,kg,370,18589693.6296,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,total_lean_mass_incl_bmc_kg,5,34.867,kg,293,14187658.6457,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,total_lean_mass_incl_bmc_kg,10,36.6823,kg,293,14187658.6457,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,total_lean_mass_incl_bmc_kg,25,39.9499,kg,293,14187658.6457,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,total_lean_mass_incl_bmc_kg,50,45.5241,kg,293,14187658.6457,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,total_lean_mass_incl_bmc_kg,75,52.0369,kg,293,14187658.6457,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,total_lean_mass_incl_bmc_kg,90,58.5054,kg,293,14187658.6457,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,total_lean_mass_incl_bmc_kg,95,64.9961,kg,293,14187658.6457,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,total_lean_mass_incl_bmc_kg,5,35.08,kg,289,14202291.3652,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,total_lean_mass_incl_bmc_kg,10,37.1941,kg,289,14202291.3652,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,total_lean_mass_incl_bmc_kg,25,40.2921,kg,289,14202291.3652,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,total_lean_mass_incl_bmc_kg,50,44.8276,kg,289,14202291.3652,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,total_lean_mass_incl_bmc_kg,75,51.8042,kg,289,14202291.3652,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,total_lean_mass_incl_bmc_kg,90,57.5781,kg,289,14202291.3652,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,total_lean_mass_incl_bmc_kg,95,62.2651,kg,289,14202291.3652,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,50,59,total_lean_mass_incl_bmc_kg,5,33.5434,kg,325,15080428.8046,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-total_lean_mass_incl_bmc_kg-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,50,59,total_lean_mass_incl_bmc_kg,10,34.7099,kg,325,15080428.8046,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-total_lean_mass_incl_bmc_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,50,59,total_lean_mass_incl_bmc_kg,25,37.7048,kg,325,15080428.8046,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-total_lean_mass_incl_bmc_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,50,59,total_lean_mass_incl_bmc_kg,50,41.9371,kg,325,15080428.8046,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-total_lean_mass_incl_bmc_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,50,59,total_lean_mass_incl_bmc_kg,75,49.4401,kg,325,15080428.8046,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-total_lean_mass_incl_bmc_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,50,59,total_lean_mass_incl_bmc_kg,90,53.4892,kg,325,15080428.8046,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-50-59-total_lean_mass_incl_bmc_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,50,59,total_lean_mass_incl_bmc_kg,95,57.5255,kg,325,15080428.8046,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-total_lean_mass_incl_bmc_kg-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,59,total_lean_mass_incl_bmc_kg,5,33.9392,kg,1277,62060072.4451,DXX_J,DXDTOLI,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
